"","Negative Emotion","Trust","Love","Life","Money","Party"
"1",0.00373242996897055,0.00373249156928379,0.916392877677799,0.068677367361575,0.00373242831362556,0.00373240510874621
"2",0.00106552134249892,0.00106562109047337,0.797534147338215,0.198203538210455,0.00106551831885339,0.00106565369950411
"3",0.000863240603337712,0.000863292196390283,0.594967314160118,0.401579651379197,0.000863277453309233,0.00086322420764739
"4",0.00185075244622848,0.00185098854526568,0.990745924279357,0.00185093347534918,0.00185069608770843,0.00185070516609109
"5",0.00235258531694958,0.00235261848521355,0.893924411450293,0.0966654044482061,0.00235255567535479,0.00235242462398308
"6",0.00209427012713129,0.00209445013849881,0.98952820233398,0.00209440582340052,0.00209429812712721,0.00209437344986231
"7",0.206954927514,0.136120333986121,0.0675989772770261,0.588297001770778,0.000514373395316019,0.000514386056758362
"8",0.111701521565964,0.585733654022545,0.301070056371373,0.000498256139593772,0.00049827144040902,0.000498240460115036
"9",0.00119948124567185,0.137563680861248,0.857638471638752,0.00119945074452877,0.00119945766340382,0.00119945784639509
"10",0.00133355847222434,0.00133356991810274,0.993332241878732,0.00133355810524015,0.00133352729132665,0.00133354433437357
"11",0.0497684211461075,0.00143374853483446,0.283310975313461,0.662619356313282,0.00143378324996445,0.0014337154423502
"12",0.00118461459604174,0.275246953233085,0.720014642372018,0.00118457581972961,0.00118460590483582,0.00118460807428976
"13",0.00224213879655815,0.111867621416949,0.621218299724194,0.00224203418173288,0.16361738035752,0.098812525523046
"14",0.00224198563414008,0.00224218936492322,0.160188812621794,0.00224188692722449,0.00224206362424257,0.830843061827676
"15",0.0018872696949316,0.00188736044344483,0.990563245393325,0.00188743170250675,0.00188736972309831,0.00188732304269305
"16",0.00143377854198492,0.134586666881152,0.766293717860465,0.00143375668767717,0.0014337326626476,0.0948183473660733
"17",0.00124662548907087,0.111256799419432,0.883757049303025,0.00124653343526153,0.00124648873680908,0.00124650361640221
"18",0.00185075854952857,0.776239861727594,0.216357285733703,0.00185084577725716,0.00185062410580505,0.00185062410611263
"19",0.000879078194925761,0.000879107413304357,0.995604541527925,0.000879136548993833,0.000879060202553668,0.000879076112297104
"20",0.00162952174405542,0.0016295388992571,0.99185222404053,0.00162967582978879,0.0016294910672016,0.00162954841916667
"21",0.00181552511657015,0.00181567570300762,0.876039136924496,0.00181551279159953,0.116698509184551,0.00181564027977558
"22",0.00129724976227743,0.00129738329756726,0.00129729234586913,0.724517599962962,0.270293153094086,0.00129732153723833
"23",0.00135255241563254,0.577979464833451,0.416610509224508,0.00135247979676621,0.00135245047709055,0.00135254325255117
"24",0.0016871880358871,0.00168735552396524,0.991563439781535,0.00168724831864492,0.00168734684219825,0.00168742149776925
"25",0.00152543912307593,0.170590819875088,0.823307430922249,0.00152542011747703,0.00152550616015866,0.00152538380195126
"26",0.00124651135606738,0.43593584059465,0.316384194181575,0.243940372429699,0.00124649757908288,0.00124658385892661
